交易日期,开盘点位,最高点位,最低点位,收盘价,涨跌,涨跌幅(%),开始日累计涨跌,开始日累计涨跌幅,成交量(万股),成交额(万元),持仓量
2024-05-13,1188.99,1189.09,1164.71,1168.89,-29.22,-2.44,-393.1,-25.17,41531.74,284289.53,
2024-05-10,1209.77,1213.8,1194.15,1198.12,-11.61,-0.96,-363.88,-23.3,48537.68,312903.91,
2024-05-09,1200.14,1214.69,1200.14,1209.73,3.49,0.29,-352.27,-22.55,44492.29,335204.52,
2024-05-08,1214.06,1221.47,1202.03,1206.24,-12.29,-1.01,-355.76,-22.78,54171.72,435956.95,
2024-05-07,1216.16,1222.92,1207.04,1218.52,3.42,0.28,-343.47,-21.99,54594.54,391614.61,
2024-05-06,1206.01,1215.47,1203.57,1215.11,21.62,1.81,-346.89,-22.21,62859.33,462787.62,
2024-04-30,1197.49,1202.34,1179.1,1193.48,-5.18,-0.43,-368.51,-23.59,67166.61,445842.22,
2024-04-29,1154.35,1199.39,1154.14,1198.66,43.69,3.78,-363.33,-23.26,79739.46,510674.63,
2024-04-26,1137.0,1159.0,1130.24,1154.98,26.4,2.34,-407.02,-26.06,53580.31,412379.08,
2024-04-25,1120.99,1135.48,1114.07,1128.58,3.85,0.34,-433.42,-27.75,35136.23,266326.43,
2024-04-24,1105.21,1124.73,1099.54,1124.73,21.69,1.97,-437.26,-27.99,40608.09,300017.69,
2024-04-23,1094.47,1110.02,1094.27,1103.04,11.97,1.1,-458.96,-29.38,35533.91,277071.1,
2024-04-22,1097.67,1106.79,1080.96,1091.07,-8.27,-0.75,-470.93,-30.15,40440.14,314325.2,
2024-04-19,1107.85,1119.49,1094.02,1099.34,-17.02,-1.52,-462.66,-29.62,38498.15,287530.52,
2024-04-18,1121.37,1132.28,1098.43,1116.36,-8.08,-0.72,-445.64,-28.53,47407.79,336796.13,
2024-04-17,1068.49,1124.65,1068.49,1124.44,62.55,5.89,-437.56,-28.01,59136.54,397680.79,
2024-04-16,1116.34,1117.13,1061.84,1061.89,-68.43,-6.05,-500.11,-32.02,63259.94,394311.72,
2024-04-15,1183.88,1186.46,1117.01,1130.32,-65.39,-5.47,-431.68,-27.64,67314.97,418956.03,
2024-04-12,1208.11,1210.84,1192.03,1195.7,-14.3,-1.18,-366.29,-23.45,54406.99,376412.1,
2024-04-11,1198.75,1223.09,1195.66,1210.0,-2.05,-0.17,-351.99,-22.53,52533.12,391641.71,
2024-04-10,1241.94,1242.96,1203.57,1212.05,-38.56,-3.08,-349.94,-22.4,66322.98,497308.77,
2024-04-09,1227.22,1253.76,1225.49,1250.61,17.07,1.38,-311.38,-19.93,60212.61,422986.42,
2024-04-08,1245.4,1247.47,1229.43,1233.54,-20.47,-1.63,-328.45,-21.03,56181.91,371282.68,
2024-04-03,1264.96,1265.08,1243.85,1254.01,-20.96,-1.64,-307.99,-19.72,52790.1,406774.33,
2024-04-02,1280.0,1280.27,1262.18,1274.97,-4.35,-0.34,-287.03,-18.38,68858.51,527403.25,
2024-04-01,1251.82,1279.32,1251.55,1279.32,32.4,2.6,-282.67,-18.1,67871.03,532698.7,
2024-03-29,1241.13,1246.93,1225.61,1246.93,13.6,1.1,-315.07,-20.17,56242.5,423069.75,
2024-03-28,1200.09,1241.31,1199.65,1233.33,38.65,3.24,-328.66,-21.04,58064.19,438017.7,
2024-03-27,1240.83,1245.27,1194.34,1194.68,-45.72,-3.69,-367.31,-23.52,59504.84,460956.13,
2024-03-26,1243.51,1254.07,1223.42,1240.41,-5.51,-0.44,-321.59,-20.59,64792.6,556767.41,
2024-03-25,1273.56,1278.27,1244.7,1245.92,-29.82,-2.34,-316.08,-20.24,70505.52,593032.23,
2024-03-22,1280.53,1285.41,1252.01,1275.74,-4.8,-0.37,-286.26,-18.33,83069.73,714708.73,
2024-03-21,1277.72,1291.05,1268.5,1280.53,7.78,0.61,-281.46,-18.02,87688.67,816129.6,
2024-03-20,1246.92,1273.51,1246.28,1272.76,23.41,1.87,-289.24,-18.52,83091.44,789355.27,
2024-03-19,1252.91,1262.12,1248.96,1249.34,-4.93,-0.39,-312.65,-20.02,80310.95,752972.15,
2024-03-18,1238.18,1254.85,1229.62,1254.27,19.33,1.57,-307.72,-19.7,68229.21,568473.06,
2024-03-15,1213.87,1235.25,1213.76,1234.94,20.4,1.68,-327.06,-20.94,53629.08,428006.04,
2024-03-14,1215.92,1218.94,1200.11,1214.54,-8.03,-0.66,-347.46,-22.24,58149.93,451497.09,
2024-03-13,1222.68,1231.14,1209.39,1222.57,3.12,0.26,-339.43,-21.73,74799.84,647807.32,
2024-03-12,1192.21,1219.45,1192.21,1219.45,30.45,2.56,-342.54,-21.93,62379.84,464206.9,
2024-03-11,1167.75,1189.0,1164.61,1189.0,16.2,1.38,-372.99,-23.88,45687.12,323657.99,
2024-03-08,1166.55,1176.14,1155.26,1172.81,6.54,0.56,-389.19,-24.92,42605.66,311154.26,
2024-03-07,1187.65,1195.37,1166.27,1166.27,-19.65,-1.66,-395.73,-25.33,59783.82,439596.57,
2024-03-06,1171.8,1195.4,1167.25,1185.92,8.56,0.73,-376.08,-24.08,57243.64,427184.05,
2024-03-05,1186.47,1191.01,1171.45,1177.36,-18.81,-1.57,-384.64,-24.62,67901.63,528957.45,
2024-03-04,1198.89,1203.98,1162.94,1196.16,-0.52,-0.04,-365.83,-23.42,75799.89,563523.13,
2024-03-01,1179.53,1199.6,1174.05,1196.69,19.78,1.68,-365.31,-23.39,79452.04,630076.39,
2024-02-29,1122.88,1177.13,1121.94,1176.91,35.89,3.15,-385.09,-24.65,72184.68,523393.36,
2024-02-28,1220.45,1241.52,1139.91,1141.01,-76.78,-6.3,-420.98,-26.95,109891.37,842573.65,
2024-02-27,1176.89,1218.02,1169.28,1217.79,35.62,3.01,-344.21,-22.04,77040.42,587004.31,
2024-02-26,1171.43,1200.27,1159.8,1182.17,14.45,1.24,-379.83,-24.32,71839.42,523949.92,
2024-02-23,1134.16,1167.72,1125.81,1167.72,40.92,3.63,-394.27,-25.24,72560.89,530456.2,
2024-02-22,1099.33,1127.09,1097.73,1126.8,26.92,2.45,-435.2,-27.86,59199.02,433617.9,
2024-02-21,1072.13,1129.36,1067.72,1099.87,17.36,1.6,-462.12,-29.59,73400.89,504672.96,
2024-02-20,1058.83,1085.69,1043.66,1082.52,21.69,2.04,-479.48,-30.7,61016.12,407787.73,
2024-02-19,1033.58,1065.33,1033.58,1060.83,47.32,4.67,-501.17,-32.08,78871.07,489720.72,
2024-02-08,946.53,1014.82,939.42,1013.51,63.0,6.63,-548.48,-35.11,85012.56,495383.92,
2024-02-07,978.82,981.72,940.04,950.51,-28.39,-2.9,-611.48,-39.15,83193.62,480052.61,
2024-02-06,941.57,1004.3,912.21,978.9,6.5,0.67,-583.09,-37.33,81032.9,454584.04,
2024-02-05,1063.0,1063.25,964.69,972.41,-101.05,-9.41,-589.59,-37.75,85566.35,478054.68,
2024-02-02,1114.37,1138.35,1039.03,1073.46,-38.97,-3.5,-488.53,-31.28,71438.97,445797.53,
2024-02-01,1120.9,1135.25,1089.96,1112.43,-17.51,-1.55,-449.56,-28.78,59851.85,363247.51,
2024-01-31,1181.25,1193.07,1129.58,1129.95,-55.17,-4.66,-432.05,-27.66,64340.45,385451.23,
2024-01-30,1219.58,1225.69,1182.6,1185.12,-43.99,-3.58,-376.88,-24.13,45879.25,310866.65,
2024-01-29,1269.89,1272.21,1227.95,1229.11,-44.32,-3.48,-332.88,-21.31,51241.13,375493.11,
2024-01-26,1273.59,1298.75,1267.35,1273.43,-3.37,-0.26,-288.57,-18.47,61686.25,464458.54,
2024-01-25,1236.89,1278.18,1226.44,1276.8,37.18,3.0,-285.2,-18.26,65274.23,464400.57,
2024-01-24,1217.76,1242.09,1194.78,1239.62,23.1,1.9,-322.38,-20.64,59541.66,415765.87,
2024-01-23,1207.66,1221.94,1184.3,1216.52,6.59,0.55,-345.48,-22.12,61358.21,457340.91,
2024-01-22,1286.62,1287.09,1202.23,1209.92,-81.69,-6.32,-352.07,-22.54,65461.9,492168.46,
2024-01-19,1295.75,1320.67,1290.57,1291.61,-9.83,-0.76,-270.38,-17.31,62108.13,528504.84,
2024-01-18,1299.91,1304.59,1268.2,1301.44,-2.89,-0.22,-260.56,-16.68,65648.59,501914.1,
2024-01-17,1325.26,1334.77,1304.33,1304.33,-22.1,-1.67,-257.67,-16.5,52370.46,432288.79,
2024-01-16,1340.26,1340.3,1306.89,1326.42,-18.36,-1.37,-235.57,-15.08,54546.11,424356.15,
2024-01-15,1337.39,1354.42,1333.94,1344.79,-2.59,-0.19,-217.21,-13.91,51870.57,416404.46,
2024-01-12,1367.2,1372.08,1346.37,1347.37,-22.45,-1.64,-214.62,-13.74,59862.48,497920.43,
2024-01-11,1349.67,1371.23,1347.85,1369.82,9.33,0.69,-192.17,-12.3,64199.72,532703.36,
2024-01-10,1374.94,1379.51,1355.74,1360.5,-20.41,-1.48,-201.5,-12.9,68850.59,635544.65,
2024-01-09,1366.23,1388.48,1366.23,1380.91,15.41,1.13,-181.09,-11.59,73451.0,674959.81,
2024-01-08,1373.64,1373.64,1365.5,1365.5,-15.11,-1.09,-196.49,-12.58,63105.03,507591.46,
2024-01-05,1395.75,1410.3,1374.49,1380.61,-14.88,-1.07,-181.39,-11.61,80759.94,666472.04,
2024-01-04,1377.01,1396.76,1369.35,1395.49,11.7,0.85,-166.51,-10.66,65691.62,552895.05,
2024-01-03,1385.51,1392.16,1371.73,1383.79,-11.21,-0.8,-178.2,-11.41,62722.52,536331.95,
2024-01-02,1388.36,1400.54,1386.99,1395.0,13.52,0.98,-167.0,-10.69,74065.9,732498.74,
2023-12-29,1359.91,1392.28,1358.27,1381.47,22.65,1.67,-180.52,-11.56,73623.96,734392.64,
2023-12-28,1334.23,1363.19,1319.68,1358.82,19.66,1.47,-203.17,-13.01,68406.26,621034.79,
2023-12-27,1335.05,1343.35,1326.09,1339.16,8.4,0.63,-222.84,-14.27,66743.64,627990.45,
2023-12-26,1336.66,1344.48,1325.22,1330.76,-5.45,-0.41,-231.24,-14.8,69278.34,660258.29,
2023-12-25,1339.68,1342.22,1313.04,1336.21,-14.72,-1.09,-225.78,-14.45,68369.63,628563.53,
2023-12-22,1402.29,1403.19,1346.92,1350.93,-52.78,-3.76,-211.06,-13.51,77017.41,728927.08,
2023-12-21,1381.63,1405.42,1369.32,1403.72,15.1,1.09,-158.28,-10.13,59153.85,544828.5,
2023-12-20,1411.3,1413.11,1387.54,1388.62,-18.96,-1.35,-173.38,-11.1,59693.38,534933.76,
2023-12-19,1401.35,1414.86,1396.09,1407.58,4.96,0.35,-154.42,-9.89,55443.9,500793.62,
2023-12-18,1426.32,1426.64,1399.27,1402.62,-26.25,-1.84,-159.38,-10.2,58693.56,531628.79,
2023-12-15,1428.28,1436.39,1411.14,1428.87,4.25,0.3,-133.13,-8.52,63213.97,574683.68,
2023-12-14,1425.18,1442.51,1423.17,1424.61,-0.34,-0.02,-137.38,-8.8,66947.72,605677.26,
2023-12-13,1440.32,1445.83,1423.35,1424.95,-21.34,-1.48,-137.05,-8.77,83358.04,801034.09,
2023-12-12,1425.91,1447.42,1425.6,1446.29,28.03,1.98,-115.7,-7.41,90025.19,996935.95,
2023-12-11,1394.11,1419.13,1387.46,1418.26,18.45,1.32,-143.74,-9.2,74882.3,781891.78,
2023-12-08,1432.61,1433.51,1398.07,1399.81,-37.04,-2.58,-162.19,-10.38,75329.77,774921.81,
2023-12-07,1424.04,1443.13,1424.04,1436.85,14.43,1.01,-125.15,-8.01,74304.6,730024.28,
2023-12-06,1393.13,1432.25,1385.57,1422.42,24.25,1.73,-139.58,-8.94,65529.83,631765.48,
2023-12-05,1426.81,1426.92,1398.17,1398.17,-31.98,-2.24,-163.82,-10.49,58635.01,547086.98,
2023-12-04,1423.59,1434.89,1423.51,1430.16,3.39,0.24,-131.84,-8.44,67075.85,608176.98,
2023-12-01,1395.79,1432.91,1393.56,1426.77,29.66,2.12,-135.23,-8.66,69273.62,654911.25,
2023-11-30,1402.01,1405.32,1386.89,1397.11,-8.27,-0.59,-164.89,-10.56,49969.53,441724.14,
2023-11-29,1421.37,1421.37,1402.09,1405.38,-17.09,-1.2,-156.62,-10.03,53553.44,459434.78,
2023-11-28,1405.07,1425.64,1397.31,1422.46,15.72,1.12,-139.53,-8.93,49972.16,430170.33,
2023-11-27,1413.65,1419.3,1400.63,1406.74,-14.62,-1.03,-155.26,-9.94,60536.53,524375.87,
2023-11-24,1432.96,1438.15,1416.22,1421.36,-17.56,-1.22,-140.64,-9.0,70920.83,630250.68,
2023-11-23,1450.16,1450.76,1434.03,1438.92,-9.39,-0.65,-123.08,-7.88,73476.78,664830.28,
2023-11-22,1447.01,1460.39,1440.51,1448.31,2.29,0.16,-113.69,-7.28,72645.07,663952.11,
2023-11-21,1440.16,1459.17,1440.16,1446.02,8.58,0.6,-115.98,-7.42,77708.61,735755.41,
2023-11-20,1421.05,1438.23,1417.63,1437.44,17.58,1.24,-124.56,-7.97,55120.28,511206.59,
2023-11-17,1419.86,1425.01,1409.36,1419.86,-0.61,-0.04,-142.13,-9.1,43679.34,355437.7,
2023-11-16,1418.79,1429.85,1417.15,1420.48,-5.06,-0.36,-141.52,-9.06,47845.88,370609.93,
2023-11-15,1436.23,1438.69,1420.86,1425.54,-3.57,-0.25,-136.46,-8.74,57409.09,486944.19,
2023-11-14,1421.52,1429.14,1417.25,1429.11,5.9,0.41,-132.89,-8.51,55332.24,463404.54,
2023-11-13,1408.83,1430.15,1408.61,1423.2,20.71,1.48,-138.79,-8.89,55885.37,483029.72,
2023-11-10,1402.07,1406.68,1391.89,1402.49,-2.92,-0.21,-159.51,-10.21,51844.32,435986.8,
2023-11-09,1419.36,1421.92,1400.83,1405.41,-18.1,-1.27,-156.59,-10.02,64077.55,569474.84,
2023-11-08,1404.76,1432.97,1402.59,1423.52,14.75,1.05,-138.48,-8.87,92781.26,871730.87,
2023-11-07,1401.94,1412.15,1393.35,1408.76,4.25,0.3,-153.23,-9.81,72583.85,600430.02,
2023-11-06,1378.5,1404.51,1378.19,1404.51,30.64,2.23,-157.49,-10.08,77450.25,676990.01,
2023-11-03,1369.54,1382.34,1361.72,1373.87,3.84,0.28,-188.12,-12.04,65116.64,551897.29,
2023-11-02,1359.2,1382.47,1359.2,1370.04,10.06,0.74,-191.96,-12.29,70923.07,628682.94,
2023-11-01,1350.02,1375.3,1346.42,1359.98,11.15,0.83,-202.02,-12.93,65178.1,559831.06,
2023-10-31,1352.02,1359.65,1339.87,1348.83,0.21,0.02,-213.16,-13.65,55212.39,448436.68,
2023-10-30,1324.17,1349.18,1323.65,1348.63,18.24,1.37,-213.37,-13.66,47373.0,369405.37,
2023-10-27,1317.53,1333.76,1312.82,1330.39,10.03,0.76,-231.61,-14.83,43729.71,311385.36,
2023-10-26,1309.92,1322.53,1305.45,1320.36,2.11,0.16,-241.64,-15.47,36899.84,291627.4,
2023-10-25,1303.83,1321.83,1303.7,1318.25,20.22,1.56,-243.74,-15.6,41434.02,302410.84,
2023-10-24,1269.9,1300.06,1261.38,1298.03,33.57,2.66,-263.97,-16.9,42108.64,283442.71,
2023-10-23,1306.13,1306.19,1259.21,1264.45,-42.11,-3.22,-297.54,-19.05,43652.36,275266.17,
2023-10-20,1317.28,1324.84,1303.89,1306.56,-16.01,-1.21,-255.43,-16.35,32227.02,235813.78,
2023-10-19,1317.53,1339.85,1315.06,1322.57,0.03,0.0,-239.42,-15.33,34055.5,261538.67,
2023-10-18,1342.02,1345.43,1321.89,1322.54,-28.4,-2.1,-239.45,-15.33,32064.81,228247.73,
2023-10-17,1351.29,1354.55,1345.21,1350.94,-1.02,-0.08,-211.05,-13.51,27158.3,197932.5,
2023-10-16,1360.77,1363.59,1346.24,1351.96,-11.5,-0.84,-210.04,-13.45,30559.37,230992.12,
2023-10-13,1369.67,1369.92,1360.98,1363.46,-10.66,-0.78,-198.54,-12.71,34257.18,257995.99,
2023-10-12,1377.33,1378.43,1364.65,1374.13,1.34,0.1,-187.87,-12.03,35686.66,267906.96,
2023-10-11,1373.37,1381.89,1361.63,1372.79,3.56,0.26,-189.21,-12.11,35691.95,293479.06,
2023-10-10,1371.34,1380.48,1366.44,1369.23,-0.07,-0.01,-192.77,-12.34,32031.28,246061.44,
2023-10-09,1391.57,1391.8,1365.05,1369.3,-23.94,-1.72,-192.7,-12.34,39349.07,304759.04,
2023-09-28,1381.9,1397.7,1381.84,1393.23,14.95,1.08,-168.76,-10.8,36662.86,291841.78,
2023-09-27,1381.74,1387.61,1375.84,1378.28,-4.43,-0.32,-183.72,-11.76,32291.53,273378.13,
2023-09-26,1384.78,1394.18,1378.93,1382.71,-4.71,-0.34,-179.29,-11.48,38811.15,358044.69,
2023-09-25,1408.93,1413.4,1384.42,1387.41,-23.92,-1.69,-174.58,-11.18,41867.02,328992.29,
2023-09-22,1379.15,1411.56,1375.1,1411.33,27.08,1.96,-150.66,-9.65,48170.19,425201.19,
2023-09-21,1388.06,1396.54,1378.93,1384.26,-6.66,-0.48,-177.74,-11.38,38357.9,304055.85,
2023-09-20,1401.28,1409.77,1390.78,1390.91,-15.8,-1.12,-171.09,-10.95,41662.15,346562.48,
2023-09-19,1435.25,1435.25,1403.53,1406.71,-31.07,-2.16,-155.29,-9.94,47515.81,363245.26,
2023-09-18,1423.41,1445.61,1415.5,1437.78,10.72,0.75,-124.22,-7.95,54492.76,452888.56,
2023-09-15,1419.37,1430.09,1413.67,1427.06,12.04,0.85,-134.93,-8.64,44471.84,344517.21,
2023-09-14,1429.88,1430.53,1408.63,1415.02,-16.62,-1.16,-146.98,-9.41,49120.65,416891.37,
2023-09-13,1441.73,1442.61,1421.54,1431.64,-12.6,-0.87,-130.36,-8.35,55396.84,448317.23,
2023-09-12,1450.44,1450.79,1439.96,1444.24,-12.24,-0.84,-117.76,-7.54,57690.11,482745.99,
2023-09-11,1441.96,1460.56,1437.9,1456.48,16.57,1.15,-105.52,-6.76,70703.48,609082.89,
2023-09-08,1446.65,1452.66,1432.27,1439.9,-18.83,-1.29,-122.09,-7.82,67630.06,613961.99,
2023-09-07,1471.92,1489.84,1458.33,1458.74,-4.91,-0.34,-103.26,-6.61,81761.03,737290.49,
2023-09-06,1460.19,1466.48,1450.31,1463.65,-3.77,-0.26,-98.35,-6.3,48622.41,469292.77,
2023-09-05,1476.48,1476.94,1461.55,1467.41,-16.93,-1.14,-94.58,-6.06,52043.68,532589.65,
2023-09-04,1470.14,1484.35,1468.98,1484.35,16.15,1.1,-77.65,-4.97,60184.09,584000.14,
2023-09-01,1455.53,1473.55,1444.74,1468.2,13.87,0.95,-93.8,-6.01,58170.99,620680.43,
2023-08-31,1467.72,1467.89,1447.23,1454.33,-16.35,-1.11,-107.67,-6.89,66703.38,641001.26,
2023-08-30,1451.19,1471.86,1450.42,1470.68,19.23,1.32,-91.32,-5.85,67629.85,636205.21,
2023-08-29,1397.76,1451.6,1396.39,1451.45,50.51,3.61,-110.55,-7.08,69663.99,569211.26,
2023-08-28,1453.3,1453.3,1397.96,1400.94,20.11,1.46,-161.06,-10.31,79540.63,571246.65,
2023-08-25,1405.23,1408.2,1374.59,1380.82,-31.44,-2.23,-181.17,-11.6,46934.57,418671.85,
2023-08-24,1405.45,1430.41,1399.49,1412.26,12.15,0.87,-149.74,-9.59,53776.42,582771.32,
2023-08-23,1423.23,1423.23,1399.74,1400.11,-25.27,-1.77,-161.89,-10.36,40549.18,426897.12,
2023-08-22,1420.12,1430.22,1398.39,1425.38,13.06,0.92,-136.62,-8.75,44345.45,403129.04,
2023-08-21,1417.56,1438.54,1412.32,1412.32,-6.72,-0.47,-149.68,-9.58,36506.15,301456.93,
2023-08-18,1456.22,1458.52,1418.78,1419.04,-38.87,-2.67,-142.96,-9.15,43957.19,363749.25,
2023-08-17,1438.44,1458.81,1427.51,1457.91,15.45,1.07,-104.08,-6.66,38714.0,332045.19,
2023-08-16,1447.62,1457.72,1437.1,1442.46,-9.46,-0.65,-119.53,-7.65,45204.46,364174.54,
2023-08-15,1463.1,1464.53,1440.9,1451.92,-9.42,-0.64,-110.08,-7.05,40072.53,364572.76,
2023-08-14,1430.64,1461.75,1423.19,1461.34,21.26,1.48,-100.66,-6.44,46480.09,416534.07,
2023-08-11,1466.63,1471.39,1439.7,1440.08,-23.19,-1.58,-121.92,-7.81,44329.58,324819.01,
2023-08-10,1460.08,1469.95,1458.16,1463.27,3.28,0.22,-98.73,-6.32,35171.26,270614.21,
2023-08-09,1488.13,1491.15,1458.09,1459.99,-34.23,-2.29,-102.01,-6.53,48160.64,401974.94,
2023-08-08,1496.18,1500.01,1486.86,1494.22,-1.19,-0.08,-67.78,-4.34,52607.81,394471.62,
2023-08-07,1500.96,1503.6,1491.06,1495.41,-5.4,-0.36,-66.59,-4.26,65978.93,531306.53,
2023-08-04,1498.18,1508.25,1497.02,1500.81,7.92,0.53,-61.19,-3.92,71043.11,473419.06,
2023-08-03,1499.55,1499.96,1487.04,1492.89,-8.98,-0.6,-69.11,-4.42,54847.96,377144.17,
2023-08-02,1498.93,1504.65,1492.92,1501.87,-1.64,-0.11,-60.13,-3.85,65698.88,390784.78,
2023-08-01,1508.05,1514.39,1499.33,1503.5,-9.57,-0.63,-58.49,-3.74,49537.17,326259.55,
2023-07-31,1487.5,1515.46,1480.0,1513.08,27.94,1.88,-48.92,-3.13,80114.41,581497.27,
2023-07-28,1479.1,1490.51,1468.12,1485.14,4.05,0.27,-76.86,-4.92,59939.87,415285.87,
2023-07-27,1491.97,1501.76,1477.04,1481.08,-12.42,-0.83,-80.91,-5.18,58811.22,430588.76,
2023-07-26,1510.08,1510.22,1488.41,1493.51,-19.33,-1.28,-68.49,-4.38,62935.94,463791.43,
2023-07-25,1500.43,1514.6,1498.28,1512.84,22.39,1.5,-49.16,-3.15,66081.85,527070.47,
2023-07-24,1486.55,1503.34,1480.49,1490.45,6.17,0.42,-71.55,-4.58,41963.57,342926.74,
2023-07-21,1478.34,1499.73,1477.97,1484.28,2.61,0.18,-77.71,-4.98,44008.63,365109.71,
2023-07-20,1501.39,1504.6,1480.3,1481.67,-18.99,-1.27,-80.32,-5.14,39920.71,371390.81,
2023-07-19,1499.27,1511.2,1492.8,1500.67,3.21,0.21,-61.33,-3.93,39688.65,376202.72,
2023-07-18,1509.72,1510.01,1494.41,1497.45,-9.31,-0.62,-64.54,-4.13,39958.16,401918.98,
2023-07-17,1509.57,1515.36,1494.13,1506.77,-8.88,-0.59,-55.23,-3.54,43067.15,466741.49,
2023-07-14,1507.1,1524.05,1503.8,1515.65,9.3,0.62,-46.35,-2.97,50034.96,578552.83,
2023-07-13,1488.9,1509.3,1485.11,1506.34,19.37,1.3,-55.65,-3.56,44654.68,471019.7,
2023-07-12,1515.37,1518.48,1486.77,1486.98,-28.22,-1.86,-75.02,-4.8,45122.57,443848.89,
2023-07-11,1523.95,1525.41,1511.03,1515.2,-5.0,-0.33,-46.8,-3.0,40023.96,388702.24,
2023-07-10,1516.29,1523.08,1507.34,1520.19,8.81,0.58,-41.8,-2.68,42871.46,419596.44,
